Landtagswahl 2023; Wahldatum: 2023-10-08; Stand: 09.10.2023 02:49:03
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;SPD Wahlkreisstimmen;AfD Wahlkreisstimmen;FDP Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Verjüngungsforschung Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;PdH Wahlkreisstimmen;ABG Wahlkreisstimmen;APPD Wahlkreisstimmen;dieBasis Wahlkreisstimmen;DKP Wahlkreisstimmen;DIE NEUE MITTE Wahlkreisstimmen;Volt Wahlkreisstimmen;KLIMALISTE WÄHLERL. Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;WDMR Wahlkreisstimmen;BUNDESPA. KLIMALISTE Wahlkreisstimmen;MERA25 Wahlkreisstimmen;NEV Wahlkreisstimmen;PP Wahlkreisstimmen;SGV Wahlkreisstimmen;Solibew Wahlkreisstimmen;CDU Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Verjüngungsforschung Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);PdH Wahlkreisstimmen (%);ABG Wahlkreisstimmen (%);APPD Wahlkreisstimmen (%);dieBasis Wahlkreisstimmen (%);DKP Wahlkreisstimmen (%);DIE NEUE MITTE Wahlkreisstimmen (%);Volt Wahlkreisstimmen (%);KLIMALISTE WÄHLERL. Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);WDMR Wahlkreisstimmen (%);BUNDESPA. KLIMALISTE Wahlkreisstimmen (%);MERA25 Wahlkreisstimmen (%);NEV Wahlkreisstimmen (%);PP Wahlkreisstimmen (%);SGV Wahlkreisstimmen (%);Solibew Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;GRÜNE Landesstimmen;SPD Landesstimmen;AfD Landesstimmen;FDP Landesstimmen;DIE LINKE Landesstimmen;FREIE WÄHLER Landesstimmen;Tierschutzpartei Landesstimmen;Die PARTEI Landesstimmen;PIRATEN Landesstimmen;ÖDP Landesstimmen;Verjüngungsforschung Landesstimmen;V-Partei³ Landesstimmen;PdH Landesstimmen;ABG Landesstimmen;APPD Landesstimmen;dieBasis Landesstimmen;DKP Landesstimmen;DIE NEUE MITTE Landesstimmen;Volt Landesstimmen;KLIMALISTE WÄHLERL. Landesstimmen;Bündnis C Landesstimmen;WDMR Landesstimmen;BUNDESPA. KLIMALISTE Landesstimmen;MERA25 Landesstimmen;NEV Landesstimmen;PP Landesstimmen;SGV Landesstimmen;Solibew Landesstimmen;CDU Landesstimmen (%);GRÜNE Landesstimmen (%);SPD Landesstimmen (%);AfD Landesstimmen (%);FDP Landesstimmen (%);DIE LINKE Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);Tierschutzpartei Landesstimmen (%);Die PARTEI Landesstimmen (%);PIRATEN Landesstimmen (%);ÖDP Landesstimmen (%);Verjüngungsforschung Landesstimmen (%);V-Partei³ Landesstimmen (%);PdH Landesstimmen (%);ABG Landesstimmen (%);APPD Landesstimmen (%);dieBasis Landesstimmen (%);DKP Landesstimmen (%);DIE NEUE MITTE Landesstimmen (%);Volt Landesstimmen (%);KLIMALISTE WÄHLERL. Landesstimmen (%);Bündnis C Landesstimmen (%);WDMR Landesstimmen (%);BUNDESPA. KLIMALISTE Landesstimmen (%);MERA25 Landesstimmen (%);NEV Landesstimmen (%);PP Landesstimmen (%);SGV Landesstimmen (%);Solibew Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
00863401600;"Neuental";"SB";00106;"Schlierbach";238;181;57;0;127;0;;;8;119;6,3;93,7;30;12;28;27;15;3;4;;;;;;;;;;;;;;;;;;;;;;;25,2;10,1;23,5;22,7;12,6;2,5;3,4;;;;;;;;;;;;;;;;;;;;;;;2;125;1,6;98,4;39;8;30;28;8;2;6;0;0;0;1;0;2;0;0;0;1;0;0;0;0;;;;;;;;;31,2;6,4;24,0;22,4;6,4;1,6;4,8;0,0;0,0;0,0;0,8;0,0;1,6;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:33:49;1;;"";0
00863401600;"Neuental";"SB";00107;"Waltersbrück";349;249;100;0;161;0;;;3;158;1,9;98,1;46;13;43;38;7;2;9;;;;;;;;;;;;;;;;;;;;;;;29,1;8,2;27,2;24,1;4,4;1,3;5,7;;;;;;;;;;;;;;;;;;;;;;;7;154;4,3;95,7;47;12;35;40;7;1;8;1;1;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;30,5;7,8;22,7;26,0;4,5;0,6;5,2;0,6;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:07:26;1;;"";0
00863401600;"Neuental";"SB";00108;"Römersberg";198;146;52;0;105;0;;;2;103;1,9;98,1;25;5;30;28;7;5;3;;;;;;;;;;;;;;;;;;;;;;;24,3;4,9;29,1;27,2;6,8;4,9;2,9;;;;;;;;;;;;;;;;;;;;;;;3;102;2,9;97,1;27;4;28;30;5;4;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;26,5;3,9;27,5;29,4;4,9;3,9;2,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:29:25;1;;"";0
00863401600;"Neuental";"SB";90001;"Briefwahl";0;0;0;0;640;640;;;16;624;2,5;97,5;207;54;153;114;40;22;34;;;;;;;;;;;;;;;;;;;;;;;33,2;8,7;24,5;18,3;6,4;3,5;5,4;;;;;;;;;;;;;;;;;;;;;;;13;627;2,0;98,0;232;47;124;118;30;20;28;10;4;2;1;0;2;3;1;0;1;0;1;0;3;;;;;;;;;37,0;7,5;19,8;18,8;4,8;3,2;4,5;1,6;0,6;0,3;0,2;0,0;0,3;0,5;0,2;0,0;0,2;0,0;0,2;0,0;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:29:14;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";00001;"Rathaus, Sitzungssaal";1499;1067;432;0;571;0;;;11;560;1,9;98,1;153;28;64;201;56;15;43;;;;;;;;;;;;;;;;;;;;;;;27,3;5,0;11,4;35,9;10,0;2,7;7,7;;;;;;;;;;;;;;;;;;;;;;;8;563;1,4;98,6;147;20;63;215;45;10;29;17;9;1;0;0;0;1;3;0;1;1;0;0;1;;;;;;;;;26,1;3,6;11,2;38,2;8,0;1,8;5,2;3,0;1,6;0,2;0,0;0,0;0,0;0,2;0,5;0,0;0,2;0,2;0,0;0,0;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:29:45;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";00002;"Rathaus Gemeinschaftsraum";1753;1314;439;0;593;0;;;17;576;2,9;97,1;145;27;95;183;68;20;38;;;;;;;;;;;;;;;;;;;;;;;25,2;4,7;16,5;31,8;11,8;3,5;6,6;;;;;;;;;;;;;;;;;;;;;;;17;576;2,9;97,1;152;33;82;193;44;14;28;15;3;0;0;0;1;0;2;1;3;1;1;2;1;;;;;;;;;26,4;5,7;14,2;33,5;7,6;2,4;4,9;2,6;0,5;0,0;0,0;0,0;0,2;0,0;0,3;0,2;0,5;0,2;0,2;0,3;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:41:14;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";00003;"Asterode";354;262;92;0;180;0;;;4;176;2,2;97,8;53;5;29;54;21;3;11;;;;;;;;;;;;;;;;;;;;;;;30,1;2,8;16,5;30,7;11,9;1,7;6,3;;;;;;;;;;;;;;;;;;;;;;;4;176;2,2;97,8;59;10;25;56;10;5;7;2;1;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;33,5;5,7;14,2;31,8;5,7;2,8;4,0;1,1;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:15:26;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";00004;"Christerode";232;175;57;0;139;0;;;2;137;1,4;98,6;45;1;30;30;20;2;9;;;;;;;;;;;;;;;;;;;;;;;32,8;0,7;21,9;21,9;14,6;1,5;6,6;;;;;;;;;;;;;;;;;;;;;;;2;137;1,4;98,6;46;3;26;32;11;2;13;2;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;33,6;2,2;19,0;23,4;8,0;1,5;9,5;1,5;0,0;0,0;0,0;0,7;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:56:43;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";00005;"Hauptschwenda";109;98;11;0;78;0;;;3;75;3,8;96,2;32;1;11;18;10;0;3;;;;;;;;;;;;;;;;;;;;;;;42,7;1,3;14,7;24,0;13,3;0,0;4,0;;;;;;;;;;;;;;;;;;;;;;;3;75;3,8;96,2;36;1;12;18;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;48,0;1,3;16,0;24,0;6,7;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:51:31;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";00006;"Nausis u. Wincherode";279;224;55;0;167;0;;;0;167;0,0;100,0;43;6;18;34;56;1;9;;;;;;;;;;;;;;;;;;;;;;;25,7;3,6;10,8;20,4;33,5;0,6;5,4;;;;;;;;;;;;;;;;;;;;;;;0;167;0,0;100,0;61;8;18;43;24;2;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;36,5;4,8;10,8;25,7;14,4;1,2;4,2;1,2;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:58:33;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";00007;"Riebelsdorf";606;441;165;0;320;0;;;10;310;3,1;96,9;112;8;62;75;29;0;24;;;;;;;;;;;;;;;;;;;;;;;36,1;2,6;20,0;24,2;9,4;0,0;7,7;;;;;;;;;;;;;;;;;;;;;;;9;311;2,8;97,2;101;17;55;82;29;0;21;1;0;0;1;0;2;0;1;0;1;0;0;0;0;;;;;;;;;32,5;5,5;17,7;26,4;9,3;0,0;6,8;0,3;0,0;0,0;0,3;0,0;0,6;0,0;0,3;0,0;0,3;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:03:03;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";00008;"Rückershausen";159;114;45;0;53;0;;;2;51;3,8;96,2;11;6;14;14;4;1;1;;;;;;;;;;;;;;;;;;;;;;;21,6;11,8;27,5;27,5;7,8;2,0;2,0;;;;;;;;;;;;;;;;;;;;;;;2;51;3,8;96,2;13;6;12;15;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;25,5;11,8;23,5;29,4;5,9;0,0;2,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:53:51;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";00009;"Seigertshausen";549;402;147;0;246;0;;;6;240;2,4;97,6;82;3;39;69;27;1;19;;;;;;;;;;;;;;;;;;;;;;;34,2;1,3;16,3;28,8;11,3;0,4;7,9;;;;;;;;;;;;;;;;;;;;;;;5;241;2,0;98,0;69;10;42;73;20;1;18;5;1;1;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;28,6;4,1;17,4;30,3;8,3;0,4;7,5;2,1;0,4;0,4;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:09:25;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";90001;"Briefwahl 1";0;0;0;0;799;799;;;18;781;2,3;97,7;262;53;113;157;107;17;72;;;;;;;;;;;;;;;;;;;;;;;33,5;6,8;14,5;20,1;13,7;2,2;9,2;;;;;;;;;;;;;;;;;;;;;;;12;787;1,5;98,5;306;57;112;147;62;17;57;6;4;4;2;0;4;1;1;2;3;1;0;1;0;;;;;;;;;38,9;7,2;14,2;18,7;7,9;2,2;7,2;0,8;0,5;0,5;0,3;0,0;0,5;0,1;0,1;0,3;0,4;0,1;0,0;0,1;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:26:13;1;;"";0
00863401700;"Neukirchen, Stadt";"SB";90002;"Briefwahl 2";0;0;0;0;536;536;;;12;524;2,2;97,8;171;29;110;108;61;11;34;;;;;;;;;;;;;;;;;;;;;;;32,6;5,5;21,0;20,6;11,6;2,1;6,5;;;;;;;;;;;;;;;;;;;;;;;10;526;1,9;98,1;165;36;94;124;37;11;37;13;1;0;0;0;2;0;0;0;6;0;0;0;0;;;;;;;;;31,4;6,8;17,9;23,6;7,0;2,1;7,0;2,5;0,2;0,0;0,0;0,0;0,4;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:47:12;1;;"";0
00863401900;"Oberaula";"SB";00001;"Oberaula";1264;878;386;0;470;0;;;9;461;1,9;98,1;167;26;56;144;27;11;30;;;;;;;;;;;;;;;;;;;;;;;36,2;5,6;12,1;31,2;5,9;2,4;6,5;;;;;;;;;;;;;;;;;;;;;;;3;467;0,6;99,4;141;29;52;164;23;9;23;5;8;4;0;0;2;1;1;0;1;0;1;2;1;;;;;;;;;30,2;6,2;11,1;35,1;4,9;1,9;4,9;1,1;1,7;0,9;0,0;0,0;0,4;0,2;0,2;0,0;0,2;0,0;0,2;0,4;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:46:59;1;;"";0
00863401900;"Oberaula";"SB";00002;"Friedigerode";188;149;39;0;97;0;;;3;94;3,1;96,9;30;6;29;21;1;1;6;;;;;;;;;;;;;;;;;;;;;;;31,9;6,4;30,9;22,3;1,1;1,1;6,4;;;;;;;;;;;;;;;;;;;;;;;5;92;5,2;94,8;31;6;27;21;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;33,7;6,5;29,3;22,8;0,0;1,1;5,4;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:40:59;1;;"";0
00863401900;"Oberaula";"SB";00003;"Hausen";501;346;155;0;208;2;;;1;207;0,5;99,5;69;17;33;55;13;3;17;;;;;;;;;;;;;;;;;;;;;;;33,3;8,2;15,9;26,6;6,3;1,4;8,2;;;;;;;;;;;;;;;;;;;;;;;2;206;1,0;99,0;65;20;30;57;10;5;11;4;0;0;0;0;0;2;1;0;1;0;0;0;0;;;;;;;;;31,6;9,7;14,6;27,7;4,9;2,4;5,3;1,9;0,0;0,0;0,0;0,0;0,0;1,0;0,5;0,0;0,5;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:49:44;1;;"";0
00863401900;"Oberaula";"SB";00004;"Ibra";101;90;11;0;72;0;;;2;70;2,8;97,2;30;4;8;19;5;1;3;;;;;;;;;;;;;;;;;;;;;;;42,9;5,7;11,4;27,1;7,1;1,4;4,3;;;;;;;;;;;;;;;;;;;;;;;1;71;1,4;98,6;30;2;7;25;2;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;42,3;2,8;9,9;35,2;2,8;1,4;2,8;1,4;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:56:33;1;;"";0
00863401900;"Oberaula";"SB";00005;"Olberode";296;208;88;0;139;0;;;2;137;1,4;98,6;63;3;28;29;8;2;4;;;;;;;;;;;;;;;;;;;;;;;46,0;2,2;20,4;21,2;5,8;1,5;2,9;;;;;;;;;;;;;;;;;;;;;;;0;139;0,0;100,0;62;6;23;35;5;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;44,6;4,3;16,5;25,2;3,6;2,2;2,9;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:35:20;1;;"";0
00863401900;"Oberaula";"SB";00006;"Wahlshausen";217;146;71;0;108;0;;;1;107;0,9;99,1;35;6;25;17;9;1;14;;;;;;;;;;;;;;;;;;;;;;;32,7;5,6;23,4;15,9;8,4;0,9;13,1;;;;;;;;;;;;;;;;;;;;;;;1;107;0,9;99,1;26;11;22;22;6;3;13;3;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;24,3;10,3;20,6;20,6;5,6;2,8;12,1;2,8;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:31:36;1;;"";0
00863401900;"Oberaula";"SB";90001;"B90001 - Briefwahlbezirk 1 Oberaula";0;0;0;0;374;374;;;0;374;0,0;100,0;146;18;61;83;35;13;18;;;;;;;;;;;;;;;;;;;;;;;39,0;4,8;16,3;22,2;9,4;3,5;4,8;;;;;;;;;;;;;;;;;;;;;;;1;373;0,3;99,7;144;25;56;89;23;12;15;4;3;0;0;0;1;0;0;0;0;0;0;1;0;;;;;;;;;38,6;6,7;15,0;23,9;6,2;3,2;4,0;1,1;0,8;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:36:07;1;;"";0
00863401900;"Oberaula";"SB";90002;"B90002 - Briefwahlbezirk 2 Ortsteile";0;0;0;0;347;347;;;5;342;1,4;98,6;131;18;65;71;25;7;25;;;;;;;;;;;;;;;;;;;;;;;38,3;5,3;19,0;20,8;7,3;2,0;7,3;;;;;;;;;;;;;;;;;;;;;;;3;344;0,9;99,1;138;15;61;75;16;5;24;6;2;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;40,1;4,4;17,7;21,8;4,7;1,5;7,0;1,7;0,6;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:04:37;1;;"";0
00863402000;"Ottrau";"SB";00170;"Ottrau";569;392;177;0;268;1;;;9;259;3,4;96,6;72;21;53;56;29;8;20;;;;;;;;;;;;;;;;;;;;;;;27,8;8,1;20,5;21,6;11,2;3,1;7,7;;;;;;;;;;;;;;;;;;;;;;;8;260;3,0;97,0;75;22;54;60;13;4;16;3;6;2;0;0;2;0;0;0;1;1;1;0;0;;;;;;;;;28,8;8,5;20,8;23,1;5,0;1,5;6,2;1,2;2,3;0,8;0,0;0,0;0,8;0,0;0,0;0,0;0,4;0,4;0,4;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:48:25;1;;"";0
00863402000;"Ottrau";"SB";00171;"Immichenhain";400;287;113;0;185;0;;;4;181;2,2;97,8;68;11;25;44;20;2;11;;;;;;;;;;;;;;;;;;;;;;;37,6;6,1;13,8;24,3;11,0;1,1;6,1;;;;;;;;;;;;;;;;;;;;;;;3;182;1,6;98,4;72;10;25;47;17;1;5;2;0;0;0;0;1;1;0;0;1;0;0;0;0;;;;;;;;;39,6;5,5;13,7;25,8;9,3;0,5;2,7;1,1;0,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,5;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:54:20;1;;"";0
00863402000;"Ottrau";"SB";00172;"Weißenborn";284;200;84;0;135;0;;;1;134;0,7;99,3;35;6;27;29;23;5;9;;;;;;;;;;;;;;;;;;;;;;;26,1;4,5;20,1;21,6;17,2;3,7;6,7;;;;;;;;;;;;;;;;;;;;;;;0;135;0,0;100,0;35;10;24;33;14;5;10;1;1;0;0;0;0;0;0;0;0;1;0;0;1;;;;;;;;;25,9;7,4;17,8;24,4;10,4;3,7;7,4;0,7;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,7;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:42:55;1;;"";0
00863402000;"Ottrau";"SB";00173;"Görzhain";240;176;64;0;127;0;;;4;123;3,1;96,9;39;8;16;43;11;0;6;;;;;;;;;;;;;;;;;;;;;;;31,7;6,5;13,0;35,0;8,9;0,0;4,9;;;;;;;;;;;;;;;;;;;;;;;4;123;3,1;96,9;35;7;19;43;6;0;11;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;;28,5;5,7;15,4;35,0;4,9;0,0;8,9;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:59:25;1;;"";0
00863402000;"Ottrau";"SB";00174;"Schorbach";261;207;54;0;146;0;;;3;143;2,1;97,9;42;10;28;31;16;5;11;;;;;;;;;;;;;;;;;;;;;;;29,4;7,0;19,6;21,7;11,2;3,5;7,7;;;;;;;;;;;;;;;;;;;;;;;3;143;2,1;97,9;46;12;19;37;13;4;6;2;2;0;0;0;1;1;0;0;0;0;0;0;0;;;;;;;;;32,2;8,4;13,3;25,9;9,1;2,8;4,2;1,4;1,4;0,0;0,0;0,0;0,7;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:09:33;1;;"";0
00863402000;"Ottrau";"SB";99100;"Briefwahl";0;0;0;0;471;471;;;8;463;1,7;98,3;128;27;97;86;63;13;49;;;;;;;;;;;;;;;;;;;;;;;27,6;5,8;21,0;18,6;13,6;2,8;10,6;;;;;;;;;;;;;;;;;;;;;;;4;467;0,8;99,2;123;27;95;103;44;12;39;9;6;2;0;0;1;0;0;0;2;1;1;1;1;;;;;;;;;26,3;5,8;20,3;22,1;9,4;2,6;8,4;1,9;1,3;0,4;0,0;0,0;0,2;0,0;0,0;0,0;0,4;0,2;0,2;0,2;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:40:54;1;;"";0
00863402100;"Schrecksbach";"SB";00001;"OT Schrecksbach";1294;980;314;0;661;0;;;14;647;2,1;97,9;204;23;154;162;43;5;56;;;;;;;;;;;;;;;;;;;;;;;31,5;3,6;23,8;25,0;6,6;0,8;8,7;;;;;;;;;;;;;;;;;;;;;;;8;653;1,2;98,8;209;30;135;174;30;4;47;9;5;2;0;1;2;0;1;1;2;1;0;0;0;;;;;;;;;32,0;4,6;20,7;26,6;4,6;0,6;7,2;1,4;0,8;0,3;0,0;0,2;0,3;0,0;0,2;0,2;0,3;0,2;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:10:58;1;;"";1
00863402100;"Schrecksbach";"SB";00002;"OT Holzburg";309;261;48;0;182;0;;;3;179;1,6;98,4;56;16;40;30;16;9;12;;;;;;;;;;;;;;;;;;;;;;;31,3;8,9;22,3;16,8;8,9;5,0;6,7;;;;;;;;;;;;;;;;;;;;;;;3;179;1,6;98,4;50;15;34;37;14;5;18;2;2;0;0;0;1;0;0;1;0;0;0;0;0;;;;;;;;;27,9;8,4;19,0;20,7;7,8;2,8;10,1;1,1;1,1;0,0;0,0;0,0;0,6;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:02:24;1;;"";0
00863402100;"Schrecksbach";"SB";00003;"OT Röllshausen";870;637;233;0;391;0;;;7;384;1,8;98,2;104;17;106;104;31;3;19;;;;;;;;;;;;;;;;;;;;;;;27,1;4,4;27,6;27,1;8,1;0,8;4,9;;;;;;;;;;;;;;;;;;;;;;;10;381;2,6;97,4;100;25;96;109;15;3;15;7;0;2;0;0;2;1;1;0;2;1;0;1;1;;;;;;;;;26,2;6,6;25,2;28,6;3,9;0,8;3,9;1,8;0,0;0,5;0,0;0,0;0,5;0,3;0,3;0,0;0,5;0,3;0,0;0,3;0,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:57:13;1;;"";0
00863402100;"Schrecksbach";"SB";00004;"OT Salmshausen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";0;0;;1;00001;"OT Schrecksbach";2
00863402100;"Schrecksbach";"SB";90001;"Briefwahl";0;0;0;0;568;568;;;9;559;1,6;98,4;181;28;122;113;65;6;44;;;;;;;;;;;;;;;;;;;;;;;32,4;5,0;21,8;20,2;11,6;1,1;7,9;;;;;;;;;;;;;;;;;;;;;;;9;559;1,6;98,4;203;31;108;126;33;5;39;9;2;0;1;0;1;0;1;0;0;0;0;0;0;;;;;;;;;36,3;5,5;19,3;22,5;5,9;0,9;7,0;1,6;0,4;0,0;0,2;0,0;0,2;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:01:17;1;;"";0
00863402200;"Schwalmstadt, Konfirmationsstadt";"SB";00001;"Treysa, Haus für Gemeinschaftspflege";553;470;83;0;200;0;;;9;191;4,5;95,5;47;13;43;42;8;14;24;;;;;;;;;;;;;;;;;;;;;;;24,6;6,8;22,5;22,0;4,2;7,3;12,6;;;;;;;;;;;;;;;;;;;;;;;6;194;3,0;97,0;53;12;31;44;4;8;18;11;0;5;1;0;0;1;0;1;2;0;1;1;1;;;;;;;;;27,3;6,2;16,0;22,7;2,1;4,1;9,3;5,7;0,0;2,6;0,5;0,0;0,0;0,5;0,0;0,5;1,0;0,0;0,5;0,5;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:34:08;1;;"";0
